"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2021-05-18","6 Other/Unknown","OTHER",2
"2021-05-19","1 Congregate Care","HOSPITAL",7
"2021-05-19","1 Congregate Care","LONG-TERM CARE HOME",21
"2021-05-19","1 Congregate Care","RETIREMENT HOME",5
"2021-05-19","2 Congregate Living","CORRECTIONAL FACILITY",25
"2021-05-19","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",9
"2021-05-19","2 Congregate Living","SHELTER",10
"2021-05-19","3 Education","CHILD CARE",25
"2021-05-19","3 Education","SCHOOL - ELEMENTARY",2
"2021-05-19","3 Education","SCHOOL - SECONDARY",1
"2021-05-19","4 Workplace","MEDICAL/HEALTH SERVICE",6
"2021-05-19","4 Workplace","RETAIL",28
"2021-05-19","4 Workplace","WORKPLACE - FARM",6
"2021-05-19","4 Workplace","WORKPLACE - FOOD PROCESSING",21
"2021-05-19","4 Workplace","WORKPLACE - OTHER",92
"2021-05-19","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",8
"2021-05-19","5 Recreational","OTHER RECREATION",5
"2021-05-19","5 Recreational","RECREATIONAL FITNESS",1
"2021-05-19","6 Other/Unknown","OTHER",1
"2021-05-20","1 Congregate Care","HOSPITAL",6
"2021-05-20","1 Congregate Care","LONG-TERM CARE HOME",13
"2021-05-20","2 Congregate Living","CONGREGATE OTHER",1
"2021-05-20","2 Congregate Living","CORRECTIONAL FACILITY",30
"2021-05-20","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",9
"2021-05-20","2 Congregate Living","SHELTER",12
"2021-05-20","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",2
"2021-05-20","3 Education","CHILD CARE",14
"2021-05-20","3 Education","SCHOOL - ELEMENTARY",2
"2021-05-20","3 Education","SCHOOL - SECONDARY",1
"2021-05-20","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2021-05-20","4 Workplace","RETAIL",24
"2021-05-20","4 Workplace","WORKPLACE - FOOD PROCESSING",11
"2021-05-20","4 Workplace","WORKPLACE - OTHER",56
"2021-05-20","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-05-20","5 Recreational","OTHER RECREATION",7
"2021-05-20","6 Other/Unknown","OTHER",4
"2021-05-21","1 Congregate Care","HOSPITAL",2
"2021-05-21","1 Congregate Care","LONG-TERM CARE HOME",24
"2021-05-21","1 Congregate Care","RETIREMENT HOME",8
"2021-05-21","2 Congregate Living","CORRECTIONAL FACILITY",15
"2021-05-21","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2021-05-21","2 Congregate Living","SHELTER",9
"2021-05-21","3 Education","CHILD CARE",26
"2021-05-21","3 Education","SCHOOL - ELEMENTARY",1
"2021-05-21","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-05-21","4 Workplace","RETAIL",14
"2021-05-21","4 Workplace","WORKPLACE - FARM",22
"2021-05-21","4 Workplace","WORKPLACE - FOOD PROCESSING",11
"2021-05-21","4 Workplace","WORKPLACE - OTHER",82
"2021-05-21","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-05-21","5 Recreational","OTHER RECREATION",23
"2021-05-21","5 Recreational","RECREATIONAL FITNESS",1
"2021-05-21","6 Other/Unknown","OTHER",1
"2021-05-22","1 Congregate Care","HOSPITAL",5
"2021-05-22","1 Congregate Care","LONG-TERM CARE HOME",11
"2021-05-22","1 Congregate Care","RETIREMENT HOME",2
"2021-05-22","2 Congregate Living","CONGREGATE OTHER",1
"2021-05-22","2 Congregate Living","CORRECTIONAL FACILITY",48
"2021-05-22","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2021-05-22","3 Education","CHILD CARE",16
"2021-05-22","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2021-05-22","4 Workplace","RETAIL",15
"2021-05-22","4 Workplace","WORKPLACE - FARM",7
"2021-05-22","4 Workplace","WORKPLACE - FOOD PROCESSING",8
"2021-05-22","4 Workplace","WORKPLACE - OTHER",64
"2021-05-22","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-05-22","5 Recreational","RECREATIONAL FITNESS",1
"2021-05-22","6 Other/Unknown","OTHER",2
"2021-05-23","1 Congregate Care","HOSPITAL",3
"2021-05-23","1 Congregate Care","LONG-TERM CARE HOME",5
"2021-05-23","2 Congregate Living","CORRECTIONAL FACILITY",33
"2021-05-23","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2021-05-23","2 Congregate Living","SHELTER",4
"2021-05-23","3 Education","CHILD CARE",8
"2021-05-23","3 Education","SCHOOL - ELEMENTARY",2
"2021-05-23","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-05-23","4 Workplace","RETAIL",7
"2021-05-23","4 Workplace","WORKPLACE - FARM",7
"2021-05-23","4 Workplace","WORKPLACE - FOOD PROCESSING",8
"2021-05-23","4 Workplace","WORKPLACE - OTHER",43
"2021-05-23","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-05-23","5 Recreational","OTHER RECREATION",5
"2021-05-23","6 Other/Unknown","OTHER",1
"2021-05-24","1 Congregate Care","HOSPITAL",1
"2021-05-24","1 Congregate Care","LONG-TERM CARE HOME",23
"2021-05-24","1 Congregate Care","RETIREMENT HOME",1
"2021-05-24","2 Congregate Living","CONGREGATE OTHER",1
"2021-05-24","2 Congregate Living","CORRECTIONAL FACILITY",5
"2021-05-24","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2021-05-24","2 Congregate Living","SHELTER",5
"2021-05-24","3 Education","CHILD CARE",8
"2021-05-24","3 Education","SCHOOL - POST-SECONDARY",1
"2021-05-24","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2021-05-24","4 Workplace","RETAIL",6
"2021-05-24","4 Workplace","WORKPLACE - FOOD PROCESSING",4
"2021-05-24","4 Workplace","WORKPLACE - OTHER",30
"2021-05-24","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-05-24","5 Recreational","OTHER RECREATION",3
"2021-05-25","1 Congregate Care","HOSPITAL",2
"2021-05-25","1 Congregate Care","LONG-TERM CARE HOME",17
"2021-05-25","2 Congregate Living","CONGREGATE OTHER",4
"2021-05-25","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-05-25","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2021-05-25","2 Congregate Living","SHELTER",7
"2021-05-25","3 Education","CHILD CARE",7
"2021-05-25","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-05-25","4 Workplace","RETAIL",14
"2021-05-25","4 Workplace","WORKPLACE - FARM",2
"2021-05-25","4 Workplace","WORKPLACE - FOOD PROCESSING",5
"2021-05-25","4 Workplace","WORKPLACE - OTHER",26
"2021-05-25","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-05-25","5 Recreational","OTHER RECREATION",4
"2021-05-25","6 Other/Unknown","OTHER",1
"2021-05-26","1 Congregate Care","HOSPITAL",4
"2021-05-26","1 Congregate Care","LONG-TERM CARE HOME",6
"2021-05-26","1 Congregate Care","RETIREMENT HOME",5
"2021-05-26","2 Congregate Living","CORRECTIONAL FACILITY",6
"2021-05-26","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2021-05-26","2 Congregate Living","SHELTER",4
"2021-05-26","3 Education","CHILD CARE",10
"2021-05-26","3 Education","SCHOOL - POST-SECONDARY",1
"2021-05-26","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2021-05-26","4 Workplace","RETAIL",12
"2021-05-26","4 Workplace","WORKPLACE - FARM",5
"2021-05-26","4 Workplace","WORKPLACE - FOOD PROCESSING",10
"2021-05-26","4 Workplace","WORKPLACE - OTHER",45
"2021-05-26","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2021-05-26","5 Recreational","OTHER RECREATION",3
"2021-05-26","6 Other/Unknown","OTHER",3
"2021-05-27","1 Congregate Care","HOSPITAL",3
"2021-05-27","1 Congregate Care","LONG-TERM CARE HOME",7
"2021-05-27","1 Congregate Care","RETIREMENT HOME",1
"2021-05-27","2 Congregate Living","CORRECTIONAL FACILITY",32
"2021-05-27","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2021-05-27","2 Congregate Living","SHELTER",2
"2021-05-27","3 Education","CHILD CARE",9
"2021-05-27","3 Education","SCHOOL - ELEMENTARY",1
"2021-05-27","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2021-05-27","4 Workplace","RETAIL",8
"2021-05-27","4 Workplace","WORKPLACE - FARM",1
"2021-05-27","4 Workplace","WORKPLACE - FOOD PROCESSING",7
"2021-05-27","4 Workplace","WORKPLACE - OTHER",48
"2021-05-27","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2021-05-27","5 Recreational","OTHER RECREATION",19
"2021-05-28","1 Congregate Care","HOSPITAL",1
"2021-05-28","1 Congregate Care","LONG-TERM CARE HOME",7
"2021-05-28","1 Congregate Care","RETIREMENT HOME",3
"2021-05-28","2 Congregate Living","CORRECTIONAL FACILITY",9
"2021-05-28","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2021-05-28","2 Congregate Living","SHELTER",1
"2021-05-28","3 Education","CHILD CARE",10
"2021-05-28","3 Education","SCHOOL - ELEMENTARY",1
"2021-05-28","4 Workplace","RETAIL",7
"2021-05-28","4 Workplace","WORKPLACE - FARM",1
"2021-05-28","4 Workplace","WORKPLACE - FOOD PROCESSING",4
"2021-05-28","4 Workplace","WORKPLACE - OTHER",34
"2021-05-28","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-05-28","5 Recreational","OTHER RECREATION",12
"2021-05-28","6 Other/Unknown","OTHER",1
"2021-05-29","1 Congregate Care","HOSPITAL",2
"2021-05-29","1 Congregate Care","LONG-TERM CARE HOME",5
"2021-05-29","2 Congregate Living","CORRECTIONAL FACILITY",22
"2021-05-29","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2021-05-29","2 Congregate Living","SHELTER",2
"2021-05-29","3 Education","CHILD CARE",15
"2021-05-29","3 Education","SCHOOL - ELEMENTARY",1
"2021-05-29","4 Workplace","RETAIL",8
"2021-05-29","4 Workplace","WORKPLACE - FARM",1
"2021-05-29","4 Workplace","WORKPLACE - FOOD PROCESSING",9
"2021-05-29","4 Workplace","WORKPLACE - OTHER",29
"2021-05-29","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",7
"2021-05-29","5 Recreational","OTHER RECREATION",10
"2021-05-29","6 Other/Unknown","OTHER",2
"2021-05-30","1 Congregate Care","HOSPITAL",5
"2021-05-30","1 Congregate Care","LONG-TERM CARE HOME",5
"2021-05-30","2 Congregate Living","CONGREGATE OTHER",5
"2021-05-30","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-05-30","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2021-05-30","3 Education","CHILD CARE",7
"2021-05-30","3 Education","SCHOOL - ELEMENTARY",2
"2021-05-30","4 Workplace","RETAIL",1
"2021-05-30","4 Workplace","WORKPLACE - FARM",9
"2021-05-30","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2021-05-30","4 Workplace","WORKPLACE - OTHER",20
"2021-05-30","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-05-30","5 Recreational","OTHER RECREATION",9
"2021-05-31","1 Congregate Care","HOSPITAL",2
"2021-05-31","1 Congregate Care","LONG-TERM CARE HOME",2
"2021-05-31","1 Congregate Care","RETIREMENT HOME",1
"2021-05-31","2 Congregate Living","CONGREGATE OTHER",1
"2021-05-31","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-05-31","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2021-05-31","2 Congregate Living","SHELTER",2
"2021-05-31","3 Education","CHILD CARE",15
"2021-05-31","4 Workplace","RETAIL",3
"2021-05-31","4 Workplace","WORKPLACE - FARM",1
"2021-05-31","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2021-05-31","4 Workplace","WORKPLACE - OTHER",17
"2021-05-31","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-05-31","5 Recreational","OTHER RECREATION",13
"2021-06-01","1 Congregate Care","LONG-TERM CARE HOME",1
"2021-06-01","2 Congregate Living","CORRECTIONAL FACILITY",3
"2021-06-01","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2021-06-01","2 Congregate Living","SHELTER",1
"2021-06-01","3 Education","CHILD CARE",16
"2021-06-01","3 Education","SCHOOL - ELEMENTARY",1
"2021-06-01","4 Workplace","RETAIL",5
"2021-06-01","4 Workplace","WORKPLACE - FARM",1
"2021-06-01","4 Workplace","WORKPLACE - FOOD PROCESSING",6
"2021-06-01","4 Workplace","WORKPLACE - OTHER",24
"2021-06-01","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-06-01","5 Recreational","OTHER RECREATION",2
"2021-06-01","6 Other/Unknown","OTHER",1
"2021-06-02","1 Congregate Care","HOSPITAL",1
"2021-06-02","1 Congregate Care","LONG-TERM CARE HOME",3
"2021-06-02","2 Congregate Living","CONGREGATE OTHER",6
"2021-06-02","2 Congregate Living","CORRECTIONAL FACILITY",8
"2021-06-02","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2021-06-02","2 Congregate Living","SHELTER",6
"2021-06-02","3 Education","CHILD CARE",6
"2021-06-02","3 Education","SCHOOL - SECONDARY",1
"2021-06-02","4 Workplace","RETAIL",9
"2021-06-02","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2021-06-02","4 Workplace","WORKPLACE - OTHER",31
"2021-06-02","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",6
"2021-06-02","5 Recreational","OTHER RECREATION",11
"2021-06-03","1 Congregate Care","HOSPITAL",4
"2021-06-03","1 Congregate Care","LONG-TERM CARE HOME",4
"2021-06-03","1 Congregate Care","RETIREMENT HOME",1
"2021-06-03","2 Congregate Living","CONGREGATE OTHER",11
"2021-06-03","2 Congregate Living","CORRECTIONAL FACILITY",3
"2021-06-03","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2021-06-03","2 Congregate Living","SHELTER",5
"2021-06-03","3 Education","CHILD CARE",14
"2021-06-03","3 Education","SCHOOL - SECONDARY",4
"2021-06-03","4 Workplace","RETAIL",3
"2021-06-03","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2021-06-03","4 Workplace","WORKPLACE - OTHER",27
"2021-06-03","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-06-03","5 Recreational","OTHER RECREATION",14
"2021-06-04","1 Congregate Care","LONG-TERM CARE HOME",4
"2021-06-04","2 Congregate Living","CONGREGATE OTHER",1
"2021-06-04","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-06-04","2 Congregate Living","SHELTER",6
"2021-06-04","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2021-06-04","3 Education","CHILD CARE",15
"2021-06-04","4 Workplace","RETAIL",3
"2021-06-04","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2021-06-04","4 Workplace","WORKPLACE - OTHER",21
"2021-06-04","5 Recreational","OTHER RECREATION",2
"2021-06-05","1 Congregate Care","LONG-TERM CARE HOME",3
"2021-06-05","1 Congregate Care","RETIREMENT HOME",1
"2021-06-05","2 Congregate Living","CONGREGATE OTHER",1
"2021-06-05","2 Congregate Living","CORRECTIONAL FACILITY",3
"2021-06-05","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2021-06-05","2 Congregate Living","SHELTER",1
"2021-06-05","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2021-06-05","3 Education","CHILD CARE",8
"2021-06-05","3 Education","SCHOOL - SECONDARY",1
"2021-06-05","4 Workplace","RETAIL",1
"2021-06-05","4 Workplace","WORKPLACE - FOOD PROCESSING",6
"2021-06-05","4 Workplace","WORKPLACE - OTHER",18
"2021-06-05","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-06-05","5 Recreational","OTHER RECREATION",3
"2021-06-05","6 Other/Unknown","OTHER",2
"2021-06-06","1 Congregate Care","HOSPITAL",1
"2021-06-06","1 Congregate Care","LONG-TERM CARE HOME",2
"2021-06-06","2 Congregate Living","CONGREGATE OTHER",2
"2021-06-06","2 Congregate Living","SHELTER",6
"2021-06-06","3 Education","CHILD CARE",4
"2021-06-06","3 Education","SCHOOL - SECONDARY",1
"2021-06-06","4 Workplace","RETAIL",3
"2021-06-06","4 Workplace","WORKPLACE - FARM",2
"2021-06-06","4 Workplace","WORKPLACE - OTHER",29
"2021-06-06","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-06-06","5 Recreational","OTHER RECREATION",3
"2021-06-07","1 Congregate Care","HOSPITAL",1
"2021-06-07","1 Congregate Care","LONG-TERM CARE HOME",2
"2021-06-07","2 Congregate Living","CONGREGATE OTHER",1
"2021-06-07","2 Congregate Living","SHELTER",3
"2021-06-07","3 Education","CHILD CARE",4
"2021-06-07","4 Workplace","RETAIL",1
"2021-06-07","4 Workplace","WORKPLACE - OTHER",18
"2021-06-07","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-06-07","5 Recreational","OTHER RECREATION",3
"2021-06-08","1 Congregate Care","LONG-TERM CARE HOME",2
"2021-06-08","1 Congregate Care","RETIREMENT HOME",1
"2021-06-08","2 Congregate Living","CONGREGATE OTHER",3
"2021-06-08","2 Congregate Living","CORRECTIONAL FACILITY",6
"2021-06-08","2 Congregate Living","SHELTER",4
"2021-06-08","3 Education","CHILD CARE",9
"2021-06-08","3 Education","SCHOOL - POST-SECONDARY",1
"2021-06-08","3 Education","SCHOOL - SECONDARY",1
"2021-06-08","4 Workplace","RETAIL",3
"2021-06-08","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2021-06-08","4 Workplace","WORKPLACE - OTHER",24
"2021-06-08","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-06-08","5 Recreational","OTHER RECREATION",8
"2021-06-09","1 Congregate Care","HOSPITAL",2
"2021-06-09","1 Congregate Care","LONG-TERM CARE HOME",4
"2021-06-09","1 Congregate Care","RETIREMENT HOME",1
"2021-06-09","2 Congregate Living","CONGREGATE OTHER",4
"2021-06-09","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-06-09","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2021-06-09","2 Congregate Living","SHELTER",10
"2021-06-09","3 Education","CHILD CARE",5
"2021-06-09","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-06-09","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2021-06-09","4 Workplace","WORKPLACE - OTHER",15
"2021-06-09","5 Recreational","OTHER RECREATION",9
"2021-06-10","1 Congregate Care","HOSPITAL",6
"2021-06-10","1 Congregate Care","LONG-TERM CARE HOME",2
"2021-06-10","1 Congregate Care","RETIREMENT HOME",2
"2021-06-10","2 Congregate Living","CONGREGATE OTHER",2
"2021-06-10","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",14
"2021-06-10","2 Congregate Living","SHELTER",10
"2021-06-10","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2021-06-10","3 Education","CHILD CARE",7
"2021-06-10","4 Workplace","RETAIL",3
"2021-06-10","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2021-06-10","4 Workplace","WORKPLACE - OTHER",18
"2021-06-10","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-06-10","5 Recreational","OTHER RECREATION",2
"2021-06-11","1 Congregate Care","HOSPITAL",1
"2021-06-11","1 Congregate Care","LONG-TERM CARE HOME",3
"2021-06-11","1 Congregate Care","RETIREMENT HOME",3
"2021-06-11","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2021-06-11","2 Congregate Living","SHELTER",8
"2021-06-11","3 Education","CHILD CARE",7
"2021-06-11","4 Workplace","RETAIL",2
"2021-06-11","4 Workplace","WORKPLACE - OTHER",9
"2021-06-11","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-06-11","5 Recreational","OTHER RECREATION",2
"2021-06-12","1 Congregate Care","HOSPITAL",4
"2021-06-12","1 Congregate Care","LONG-TERM CARE HOME",5
"2021-06-12","2 Congregate Living","CONGREGATE OTHER",1
"2021-06-12","2 Congregate Living","CORRECTIONAL FACILITY",5
"2021-06-12","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2021-06-12","2 Congregate Living","SHELTER",15
"2021-06-12","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2021-06-12","3 Education","CHILD CARE",5
"2021-06-12","3 Education","SCHOOL - SECONDARY",2
"2021-06-12","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-06-12","4 Workplace","RETAIL",4
"2021-06-12","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2021-06-12","4 Workplace","WORKPLACE - OTHER",11
"2021-06-12","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-06-12","5 Recreational","OTHER RECREATION",5
"2021-06-12","5 Recreational","RECREATIONAL FITNESS",1
"2021-06-13","1 Congregate Care","HOSPITAL",6
"2021-06-13","1 Congregate Care","LONG-TERM CARE HOME",3
"2021-06-13","1 Congregate Care","RETIREMENT HOME",1
"2021-06-13","2 Congregate Living","CORRECTIONAL FACILITY",1
"2021-06-13","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2021-06-13","2 Congregate Living","SHELTER",13
"2021-06-13","3 Education","CHILD CARE",6
"2021-06-13","3 Education","SCHOOL - POST-SECONDARY",1
"2021-06-13","4 Workplace","RETAIL",1
"2021-06-13","4 Workplace","WORKPLACE - OTHER",10
"2021-06-14","1 Congregate Care","HOSPITAL",4
"2021-06-14","1 Congregate Care","LONG-TERM CARE HOME",2
"2021-06-14","1 Congregate Care","RETIREMENT HOME",1
"2021-06-14","2 Congregate Living","CORRECTIONAL FACILITY",25
"2021-06-14","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2021-06-14","3 Education","CHILD CARE",3
"2021-06-14","4 Workplace","RETAIL",1
"2021-06-14","4 Workplace","WORKPLACE - FARM",1
"2021-06-14","4 Workplace","WORKPLACE - OTHER",18
"2021-06-14","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-06-14","5 Recreational","OTHER RECREATION",4
"2021-06-14","5 Recreational","RECREATIONAL FITNESS",1
"2021-06-14","6 Other/Unknown","OTHER",1
"2021-06-15","1 Congregate Care","HOSPITAL",1
"2021-06-15","1 Congregate Care","LONG-TERM CARE HOME",5
"2021-06-15","1 Congregate Care","RETIREMENT HOME",2
"2021-06-15","2 Congregate Living","CONGREGATE OTHER",2
"2021-06-15","2 Congregate Living","CORRECTIONAL FACILITY",7
"2021-06-15","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2021-06-15","2 Congregate Living","SHELTER",11
"2021-06-15","3 Education","CHILD CARE",5
"2021-06-15","4 Workplace","RETAIL",1
"2021-06-15","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2021-06-15","4 Workplace","WORKPLACE - OTHER",9
"2021-06-15","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-06-15","5 Recreational","OTHER RECREATION",3
"2021-06-16","1 Congregate Care","HOSPITAL",2
"2021-06-16","1 Congregate Care","LONG-TERM CARE HOME",1
"2021-06-16","1 Congregate Care","RETIREMENT HOME",1
