"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
"2021-09-17","6 Other/Unknown","23 Other",2
"2021-09-17","6 Other/Unknown","24 Unknown",6
"2021-09-18","1 Congregate Care","1 Long-Term Care Homes",9
"2021-09-18","1 Congregate Care","2 Hospitals",3
"2021-09-18","1 Congregate Care","3 Retirement Homes",5
"2021-09-18","2 Congregate Living","18 Short-term accommodations",1
"2021-09-18","2 Congregate Living","22 Congregate other",5
"2021-09-18","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-18","2 Congregate Living","5 Correctional Facility",3
"2021-09-18","2 Congregate Living","6 Shelter",4
"2021-09-18","3 Education","10 School - Post-Secondary",1
"2021-09-18","3 Education","11 Child care",21
"2021-09-18","3 Education","26 Camp - Day",5
"2021-09-18","3 Education","7 School - Elementary",21
"2021-09-18","3 Education","8 School - Secondary",7
"2021-09-18","4 Workplace","12 Workplace - Farm",7
"2021-09-18","4 Workplace","13 Workplace - Food Processing",1
"2021-09-18","4 Workplace","14 Workplace - Other",26
"2021-09-18","4 Workplace","15 Retail",7
"2021-09-18","4 Workplace","16 Medical/Health Service",1
"2021-09-18","5 Recreational","17 Bar/restaurant/nightclub",3
"2021-09-18","5 Recreational","19 Recreational fitness",2
"2021-09-18","5 Recreational","20 Personal service settings",2
"2021-09-18","5 Recreational","21 Other recreation",12
"2021-09-18","6 Other/Unknown","23 Other",2
"2021-09-18","6 Other/Unknown","24 Unknown",9
"2021-09-19","1 Congregate Care","1 Long-Term Care Homes",8
"2021-09-19","1 Congregate Care","2 Hospitals",3
"2021-09-19","1 Congregate Care","3 Retirement Homes",5
"2021-09-19","2 Congregate Living","22 Congregate other",5
"2021-09-19","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-19","2 Congregate Living","5 Correctional Facility",2
"2021-09-19","2 Congregate Living","6 Shelter",3
"2021-09-19","3 Education","10 School - Post-Secondary",2
"2021-09-19","3 Education","11 Child care",22
"2021-09-19","3 Education","26 Camp - Day",4
"2021-09-19","3 Education","7 School - Elementary",29
"2021-09-19","3 Education","8 School - Secondary",9
"2021-09-19","3 Education","9 School - Elementary/Secondary",2
"2021-09-19","4 Workplace","12 Workplace - Farm",7
"2021-09-19","4 Workplace","13 Workplace - Food Processing",1
"2021-09-19","4 Workplace","14 Workplace - Other",26
"2021-09-19","4 Workplace","15 Retail",8
"2021-09-19","4 Workplace","16 Medical/Health Service",1
"2021-09-19","5 Recreational","17 Bar/restaurant/nightclub",3
"2021-09-19","5 Recreational","19 Recreational fitness",3
"2021-09-19","5 Recreational","20 Personal service settings",2
"2021-09-19","5 Recreational","21 Other recreation",13
"2021-09-19","6 Other/Unknown","23 Other",2
"2021-09-19","6 Other/Unknown","24 Unknown",9
"2021-09-20","1 Congregate Care","1 Long-Term Care Homes",11
"2021-09-20","1 Congregate Care","2 Hospitals",2
"2021-09-20","1 Congregate Care","3 Retirement Homes",5
"2021-09-20","2 Congregate Living","22 Congregate other",5
"2021-09-20","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-20","2 Congregate Living","5 Correctional Facility",2
"2021-09-20","2 Congregate Living","6 Shelter",3
"2021-09-20","3 Education","10 School - Post-Secondary",2
"2021-09-20","3 Education","11 Child care",22
"2021-09-20","3 Education","26 Camp - Day",3
"2021-09-20","3 Education","7 School - Elementary",35
"2021-09-20","3 Education","8 School - Secondary",11
"2021-09-20","3 Education","9 School - Elementary/Secondary",2
"2021-09-20","4 Workplace","12 Workplace - Farm",7
"2021-09-20","4 Workplace","13 Workplace - Food Processing",2
"2021-09-20","4 Workplace","14 Workplace - Other",26
"2021-09-20","4 Workplace","15 Retail",7
"2021-09-20","4 Workplace","16 Medical/Health Service",1
"2021-09-20","5 Recreational","17 Bar/restaurant/nightclub",4
"2021-09-20","5 Recreational","19 Recreational fitness",3
"2021-09-20","5 Recreational","20 Personal service settings",2
"2021-09-20","5 Recreational","21 Other recreation",13
"2021-09-20","6 Other/Unknown","23 Other",3
"2021-09-20","6 Other/Unknown","24 Unknown",9
"2021-09-21","1 Congregate Care","1 Long-Term Care Homes",14
"2021-09-21","1 Congregate Care","2 Hospitals",2
"2021-09-21","1 Congregate Care","3 Retirement Homes",6
"2021-09-21","2 Congregate Living","22 Congregate other",5
"2021-09-21","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-21","2 Congregate Living","5 Correctional Facility",2
"2021-09-21","2 Congregate Living","6 Shelter",3
"2021-09-21","3 Education","10 School - Post-Secondary",2
"2021-09-21","3 Education","11 Child care",23
"2021-09-21","3 Education","26 Camp - Day",2
"2021-09-21","3 Education","7 School - Elementary",44
"2021-09-21","3 Education","8 School - Secondary",10
"2021-09-21","3 Education","9 School - Elementary/Secondary",2
"2021-09-21","4 Workplace","12 Workplace - Farm",5
"2021-09-21","4 Workplace","13 Workplace - Food Processing",2
"2021-09-21","4 Workplace","14 Workplace - Other",24
"2021-09-21","4 Workplace","15 Retail",6
"2021-09-21","4 Workplace","16 Medical/Health Service",2
"2021-09-21","5 Recreational","17 Bar/restaurant/nightclub",4
"2021-09-21","5 Recreational","19 Recreational fitness",3
"2021-09-21","5 Recreational","20 Personal service settings",2
"2021-09-21","5 Recreational","21 Other recreation",13
"2021-09-21","6 Other/Unknown","23 Other",3
"2021-09-21","6 Other/Unknown","24 Unknown",9
"2021-09-22","1 Congregate Care","1 Long-Term Care Homes",14
"2021-09-22","1 Congregate Care","2 Hospitals",3
"2021-09-22","1 Congregate Care","3 Retirement Homes",6
"2021-09-22","2 Congregate Living","22 Congregate other",5
"2021-09-22","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-22","2 Congregate Living","5 Correctional Facility",2
"2021-09-22","2 Congregate Living","6 Shelter",3
"2021-09-22","3 Education","10 School - Post-Secondary",3
"2021-09-22","3 Education","11 Child care",27
"2021-09-22","3 Education","26 Camp - Day",1
"2021-09-22","3 Education","7 School - Elementary",55
"2021-09-22","3 Education","8 School - Secondary",10
"2021-09-22","3 Education","9 School - Elementary/Secondary",2
"2021-09-22","4 Workplace","12 Workplace - Farm",6
"2021-09-22","4 Workplace","13 Workplace - Food Processing",2
"2021-09-22","4 Workplace","14 Workplace - Other",25
"2021-09-22","4 Workplace","15 Retail",9
"2021-09-22","4 Workplace","16 Medical/Health Service",2
"2021-09-22","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-09-22","5 Recreational","19 Recreational fitness",2
"2021-09-22","5 Recreational","20 Personal service settings",2
"2021-09-22","5 Recreational","21 Other recreation",17
"2021-09-22","6 Other/Unknown","23 Other",3
"2021-09-22","6 Other/Unknown","24 Unknown",10
"2021-09-23","1 Congregate Care","1 Long-Term Care Homes",17
"2021-09-23","1 Congregate Care","2 Hospitals",2
"2021-09-23","1 Congregate Care","3 Retirement Homes",7
"2021-09-23","2 Congregate Living","22 Congregate other",5
"2021-09-23","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-23","2 Congregate Living","5 Correctional Facility",2
"2021-09-23","2 Congregate Living","6 Shelter",3
"2021-09-23","3 Education","10 School - Post-Secondary",4
"2021-09-23","3 Education","11 Child care",28
"2021-09-23","3 Education","26 Camp - Day",1
"2021-09-23","3 Education","7 School - Elementary",68
"2021-09-23","3 Education","8 School - Secondary",12
"2021-09-23","3 Education","9 School - Elementary/Secondary",2
"2021-09-23","4 Workplace","12 Workplace - Farm",6
"2021-09-23","4 Workplace","13 Workplace - Food Processing",2
"2021-09-23","4 Workplace","14 Workplace - Other",27
"2021-09-23","4 Workplace","15 Retail",9
"2021-09-23","4 Workplace","16 Medical/Health Service",3
"2021-09-23","5 Recreational","17 Bar/restaurant/nightclub",5
"2021-09-23","5 Recreational","19 Recreational fitness",1
"2021-09-23","5 Recreational","20 Personal service settings",2
"2021-09-23","5 Recreational","21 Other recreation",16
"2021-09-23","6 Other/Unknown","23 Other",3
"2021-09-23","6 Other/Unknown","24 Unknown",11
"2021-09-24","1 Congregate Care","1 Long-Term Care Homes",19
"2021-09-24","1 Congregate Care","2 Hospitals",2
"2021-09-24","1 Congregate Care","3 Retirement Homes",7
"2021-09-24","2 Congregate Living","22 Congregate other",5
"2021-09-24","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-24","2 Congregate Living","5 Correctional Facility",2
"2021-09-24","2 Congregate Living","6 Shelter",3
"2021-09-24","3 Education","10 School - Post-Secondary",4
"2021-09-24","3 Education","11 Child care",27
"2021-09-24","3 Education","26 Camp - Day",1
"2021-09-24","3 Education","7 School - Elementary",76
"2021-09-24","3 Education","8 School - Secondary",15
"2021-09-24","3 Education","9 School - Elementary/Secondary",2
"2021-09-24","4 Workplace","12 Workplace - Farm",6
"2021-09-24","4 Workplace","13 Workplace - Food Processing",2
"2021-09-24","4 Workplace","14 Workplace - Other",29
"2021-09-24","4 Workplace","15 Retail",7
"2021-09-24","4 Workplace","16 Medical/Health Service",3
"2021-09-24","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-09-24","5 Recreational","19 Recreational fitness",1
"2021-09-24","5 Recreational","20 Personal service settings",3
"2021-09-24","5 Recreational","21 Other recreation",16
"2021-09-24","6 Other/Unknown","23 Other",2
"2021-09-24","6 Other/Unknown","24 Unknown",11
"2021-09-25","1 Congregate Care","1 Long-Term Care Homes",18
"2021-09-25","1 Congregate Care","2 Hospitals",2
"2021-09-25","1 Congregate Care","3 Retirement Homes",8
"2021-09-25","2 Congregate Living","22 Congregate other",4
"2021-09-25","2 Congregate Living","4 Group Home/Supportive Housing",6
"2021-09-25","2 Congregate Living","5 Correctional Facility",2
"2021-09-25","2 Congregate Living","6 Shelter",3
"2021-09-25","3 Education","10 School - Post-Secondary",3
"2021-09-25","3 Education","11 Child care",28
"2021-09-25","3 Education","26 Camp - Day",1
"2021-09-25","3 Education","7 School - Elementary",86
"2021-09-25","3 Education","8 School - Secondary",19
"2021-09-25","3 Education","9 School - Elementary/Secondary",2
"2021-09-25","4 Workplace","12 Workplace - Farm",6
"2021-09-25","4 Workplace","13 Workplace - Food Processing",2
"2021-09-25","4 Workplace","14 Workplace - Other",27
"2021-09-25","4 Workplace","15 Retail",6
"2021-09-25","4 Workplace","16 Medical/Health Service",3
"2021-09-25","5 Recreational","17 Bar/restaurant/nightclub",7
"2021-09-25","5 Recreational","19 Recreational fitness",1
"2021-09-25","5 Recreational","20 Personal service settings",2
"2021-09-25","5 Recreational","21 Other recreation",15
"2021-09-25","6 Other/Unknown","23 Other",2
"2021-09-25","6 Other/Unknown","24 Unknown",14
"2021-09-26","1 Congregate Care","1 Long-Term Care Homes",17
"2021-09-26","1 Congregate Care","2 Hospitals",2
"2021-09-26","1 Congregate Care","3 Retirement Homes",9
"2021-09-26","2 Congregate Living","22 Congregate other",3
"2021-09-26","2 Congregate Living","4 Group Home/Supportive Housing",6
"2021-09-26","2 Congregate Living","5 Correctional Facility",1
"2021-09-26","2 Congregate Living","6 Shelter",4
"2021-09-26","3 Education","10 School - Post-Secondary",3
"2021-09-26","3 Education","11 Child care",27
"2021-09-26","3 Education","26 Camp - Day",1
"2021-09-26","3 Education","7 School - Elementary",87
"2021-09-26","3 Education","8 School - Secondary",17
"2021-09-26","3 Education","9 School - Elementary/Secondary",2
"2021-09-26","4 Workplace","12 Workplace - Farm",6
"2021-09-26","4 Workplace","13 Workplace - Food Processing",2
"2021-09-26","4 Workplace","14 Workplace - Other",28
"2021-09-26","4 Workplace","15 Retail",5
"2021-09-26","4 Workplace","16 Medical/Health Service",4
"2021-09-26","5 Recreational","17 Bar/restaurant/nightclub",7
"2021-09-26","5 Recreational","19 Recreational fitness",1
"2021-09-26","5 Recreational","20 Personal service settings",2
"2021-09-26","5 Recreational","21 Other recreation",15
"2021-09-26","6 Other/Unknown","23 Other",2
"2021-09-26","6 Other/Unknown","24 Unknown",14
"2021-09-27","1 Congregate Care","1 Long-Term Care Homes",17
"2021-09-27","1 Congregate Care","2 Hospitals",2
"2021-09-27","1 Congregate Care","3 Retirement Homes",8
"2021-09-27","2 Congregate Living","22 Congregate other",3
"2021-09-27","2 Congregate Living","4 Group Home/Supportive Housing",9
"2021-09-27","2 Congregate Living","5 Correctional Facility",1
"2021-09-27","2 Congregate Living","6 Shelter",2
"2021-09-27","3 Education","10 School - Post-Secondary",4
"2021-09-27","3 Education","11 Child care",27
"2021-09-27","3 Education","26 Camp - Day",1
"2021-09-27","3 Education","7 School - Elementary",93
"2021-09-27","3 Education","8 School - Secondary",19
"2021-09-27","3 Education","9 School - Elementary/Secondary",2
"2021-09-27","4 Workplace","12 Workplace - Farm",7
"2021-09-27","4 Workplace","13 Workplace - Food Processing",2
"2021-09-27","4 Workplace","14 Workplace - Other",29
"2021-09-27","4 Workplace","15 Retail",5
"2021-09-27","4 Workplace","16 Medical/Health Service",4
"2021-09-27","5 Recreational","17 Bar/restaurant/nightclub",8
"2021-09-27","5 Recreational","19 Recreational fitness",3
"2021-09-27","5 Recreational","20 Personal service settings",2
"2021-09-27","5 Recreational","21 Other recreation",16
"2021-09-27","6 Other/Unknown","23 Other",2
"2021-09-27","6 Other/Unknown","24 Unknown",7
"2021-09-28","1 Congregate Care","1 Long-Term Care Homes",17
"2021-09-28","1 Congregate Care","2 Hospitals",3
"2021-09-28","1 Congregate Care","3 Retirement Homes",6
"2021-09-28","2 Congregate Living","22 Congregate other",3
"2021-09-28","2 Congregate Living","4 Group Home/Supportive Housing",9
"2021-09-28","2 Congregate Living","5 Correctional Facility",1
"2021-09-28","2 Congregate Living","6 Shelter",2
"2021-09-28","3 Education","10 School - Post-Secondary",5
"2021-09-28","3 Education","11 Child care",27
"2021-09-28","3 Education","26 Camp - Day",1
"2021-09-28","3 Education","7 School - Elementary",103
"2021-09-28","3 Education","8 School - Secondary",19
"2021-09-28","3 Education","9 School - Elementary/Secondary",2
"2021-09-28","4 Workplace","12 Workplace - Farm",9
"2021-09-28","4 Workplace","13 Workplace - Food Processing",2
"2021-09-28","4 Workplace","14 Workplace - Other",27
"2021-09-28","4 Workplace","15 Retail",4
"2021-09-28","4 Workplace","16 Medical/Health Service",3
"2021-09-28","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-09-28","5 Recreational","19 Recreational fitness",3
"2021-09-28","5 Recreational","20 Personal service settings",2
"2021-09-28","5 Recreational","21 Other recreation",12
"2021-09-28","6 Other/Unknown","23 Other",2
"2021-09-28","6 Other/Unknown","24 Unknown",7
"2021-09-29","1 Congregate Care","1 Long-Term Care Homes",17
"2021-09-29","1 Congregate Care","2 Hospitals",3
"2021-09-29","1 Congregate Care","3 Retirement Homes",5
"2021-09-29","2 Congregate Living","22 Congregate other",2
"2021-09-29","2 Congregate Living","4 Group Home/Supportive Housing",12
"2021-09-29","2 Congregate Living","5 Correctional Facility",2
"2021-09-29","2 Congregate Living","6 Shelter",2
"2021-09-29","3 Education","10 School - Post-Secondary",5
"2021-09-29","3 Education","11 Child care",27
"2021-09-29","3 Education","26 Camp - Day",1
"2021-09-29","3 Education","7 School - Elementary",107
"2021-09-29","3 Education","8 School - Secondary",18
"2021-09-29","3 Education","9 School - Elementary/Secondary",3
"2021-09-29","4 Workplace","12 Workplace - Farm",9
"2021-09-29","4 Workplace","13 Workplace - Food Processing",2
"2021-09-29","4 Workplace","14 Workplace - Other",27
"2021-09-29","4 Workplace","15 Retail",4
"2021-09-29","4 Workplace","16 Medical/Health Service",3
"2021-09-29","5 Recreational","17 Bar/restaurant/nightclub",4
"2021-09-29","5 Recreational","19 Recreational fitness",2
"2021-09-29","5 Recreational","20 Personal service settings",2
"2021-09-29","5 Recreational","21 Other recreation",10
"2021-09-29","6 Other/Unknown","23 Other",1
"2021-09-29","6 Other/Unknown","24 Unknown",6
"2021-09-30","1 Congregate Care","1 Long-Term Care Homes",17
"2021-09-30","1 Congregate Care","2 Hospitals",3
"2021-09-30","1 Congregate Care","3 Retirement Homes",5
